,Unnamed: 0,TimeStamp,GameType,BigBlind,Table,Date,PlayerCount,TotalPot,Dealer,Board,Ante,1on1
78,79,3035985716,HoldemNoLimit,1,WARDELL ST,"2009-07-0614:47:41(ET)
",9,17.30,3,"['7h', '7d', '3s']",$0.15,False
79,80,3035984800,HoldemNoLimit,1,GUAM AVE,"2009-07-0614:47:42(ET)
",6,2.50,3,,False,False
80,81,3035986190,HoldemNoLimit,1,SENECA DR,"2009-07-0614:47:49(ET)
",5,2.50,1,"['9s', '10h', '5c', '3c']",False,False
81,82,3035985850,HoldemNoLimit,1,GUAM AVE,"2009-07-0614:48:05(ET)
",6,3.50,4,"['10s', 'Qd', '7d', 'Ah']",False,False
82,83,3035984420,HoldemNoLimit,1,MARION AVE,"2009-07-0614:48:20(ET)
",9,4.50,5,,False,False
83,84,3035986750,HoldemNoLimit,1,BRADBURN RD,"2009-07-0614:48:24(ET)
",5,6,3,"['Qs', '4s', 'Kc', '5c', '8c']",False,False
84,85,3035987362,HoldemNoLimit,1,QUEENS PL,"2009-07-0614:48:28(ET)
",8,3.50,6,"['5h', 'Qs', '2s']",False,False
85,86,3035987928,HoldemNoLimit,1,REVERE DR,"2009-07-0614:48:37(ET)
",8,2,9,"['Ac', '4c', '8c', 'Ad', '3d']",False,False
86,87,3035988574,HoldemNoLimit,1,WARDELL ST,"2009-07-0614:48:37(ET)
",8,12.60,4,"['8s', '9s', '4h']",$0.15,False
87,88,3035989434,HoldemNoLimit,1,SENECA DR,"2009-07-0614:48:55(ET)
",5,2.50,4,,False,False
88,89,3035989324,HoldemNoLimit,1,REVERE DR,"2009-07-0614:49:01(ET)
",8,2.50,1,"['6d', '3s', '3d']",False,False
89,90,3035989340,HoldemNoLimit,1,QUEENS PL,"2009-07-0614:49:02(ET)
",8,2,7,"['7c', '2h', '3h', '6c', 'Jc']",False,False
90,91,3035988580,HoldemNoLimit,1,BRADBURN RD,"2009-07-0614:49:03(ET)
",5,8,4,"['Qh', 'Kh', 'Ah', '6s', 'Ks']",False,False
91,92,3035990192,HoldemNoLimit,1,SENECA DR,"2009-07-0614:49:10(ET)
",5,2.50,5,,False,False
92,93,3035990322,HoldemNoLimit,1,WARDELL ST,"2009-07-0614:49:12(ET)
",8,32.10,5,"['Ad', '7c', 'As', '10']",$0.15,False
93,94,3035986918,HoldemNoLimit,1,MARION AVE,"2009-07-0614:49:15(ET)
",9,7,6,"['Qs', '4s', '2s', '9h', '5c']",False,False
94,95,3035990254,HoldemNoLimit,1,REVERE DR,"2009-07-0614:49:16(ET)
",8,8.50,2,,False,False
95,96,3035990400,HoldemNoLimit,1,PEARL DR,"2009-07-0614:49:25(ET)
",9,2.50,1,,False,False
96,97,3035991180,HoldemNoLimit,1,SENECA DR,"2009-07-0614:49:28(ET)
",5,8,6,"['8d', '5d', '6d']",False,False
97,98,3035991014,HoldemNoLimit,1,QUEENS PL,"2009-07-0614:49:29(ET)
",8,9.50,8,"['2h', '7s', '9d']",False,False
98,99,3035992282,HoldemNoLimit,1,REVERE DR,"2009-07-0614:49:49(ET)
",9,23.50,3,"['4d', '3h', '5c', '7h']",False,False
99,100,3035991208,HoldemNoLimit,1,BRADBURN RD,"2009-07-0614:50:00(ET)
",5,11,5,"['2d', '8s', 'Js', '4c']",False,False
100,101,3035992258,HoldemNoLimit,1,PEARL DR,"2009-07-0614:50:03(ET)
",9,2,2,"['5s', '9s', 'Kh']",False,False
101,102,3035993232,HoldemNoLimit,1,QUEENS PL,"2009-07-0614:50:04(ET)
",9,2.50,9,,False,False
102,103,3035993380,HoldemNoLimit,1,WARDELL ST,"2009-07-0614:50:11(ET)
",8,4.70,6,,$0.15,False
103,104,3035993592,HoldemNoLimit,1,SENECA DR,"2009-07-0614:50:14(ET)
",5,2.50,2,,False,False
104,105,3035989718,HoldemNoLimit,1,MARION AVE,"2009-07-0614:50:18(ET)
",9,2.50,7,,False,False
105,106,3035994528,HoldemNoLimit,1,REVERE DR,"2009-07-0614:50:25(ET)
",9,1.50,4,,False,False
106,107,3035994406,HoldemNoLimit,1,WARDELL ST,"2009-07-0614:50:30(ET)
",9,2.85,7,,$0.15,False
107,108,3035993686,HoldemNoLimit,1,PEARL DR,"2009-07-0614:50:39(ET)
",9,2.50,3,,False,False
108,109,3035995488,HoldemNoLimit,1,QUEENS PL,"2009-07-0614:50:40(ET)
",9,3,1,"['Jc', '6h', '3d', '4s']",False,False
109,110,3035993236,HoldemNoLimit,1,BRADBURN RD,"2009-07-0614:50:42(ET)
",6,37,6,"['9h', '7h', '7d', 'Js', '8c']",False,False
110,111,3035995058,HoldemNoLimit,1,WARDELL ST,"2009-07-0614:50:44(ET)
",9,41.55,8,"['9h', '8c', '2c', '7s', '8h']",$0.15,False
111,112,3035995132,HoldemNoLimit,1,SENECA DR,"2009-07-0614:50:45(ET)
",5,1.50,4,,False,False
112,113,3035996040,HoldemNoLimit,1,SENECA DR,"2009-07-0614:51:01(ET)
",5,2.50,5,,False,False
113,114,3035997758,HoldemNoLimit,1,REVERE DR,"2009-07-0614:51:15(ET)
",9,9.50,6,"['9s', '10s', '6d']",False,False
114,115,3035993538,HoldemNoLimit,1,MARION AVE,"2009-07-0614:51:36(ET)
",9,2.50,8,,False,False
115,116,3035999346,HoldemNoLimit,1,REVERE DR,"2009-07-0614:51:40(ET)
",9,3.50,7,,False,False
116,117,3035999792,HoldemNoLimit,1,QUEENS PL,"2009-07-0614:51:45(ET)
",9,8.50,2,"['2c', 'Ah', '7d']",False,False
117,118,3036000432,HoldemNoLimit,1,REVERE DR,"2009-07-0614:51:55(ET)
",9,2.50,8,"['Ks', '5c', '7h']",False,False
118,119,3035999394,HoldemNoLimit,1,WARDELL ST,"2009-07-0614:52:03(ET)
",9,4.35,9,"['7d', 'Qc', '4h']",$0.15,False
119,120,3035997216,HoldemNoLimit,1,BRADBURN RD,"2009-07-0614:52:08(ET)
",6,1.50,1,,False,False
120,121,3036001984,HoldemNoLimit,1,REVERE DR,"2009-07-0614:52:25(ET)
",9,3,9,"['Kc', '5d', 'Kh', '10d', '2h']",False,False
121,122,3035998090,HoldemNoLimit,1,BRADBURN RD,"2009-07-0614:52:27(ET)
",6,1.50,2,,False,False
122,123,3036002344,HoldemNoLimit,1,QUEENS PL,"2009-07-0614:52:35(ET)
",9,15.50,3,"['5s', '5d', '10d', 'Qs']",False,False
123,124,3036001402,HoldemNoLimit,1,WARDELL ST,"2009-07-0614:52:41(ET)
",9,12.55,1,"['8d', 'Qd', 'Jc']",$0.15,False
124,125,3035996520,HoldemNoLimit,1,AURELIA PL,"2009-07-0614:52:41(ET)
",5,2,1,,False,False
125,126,3035999302,HoldemNoLimit,1,BRADBURN RD,"2009-07-0614:52:52(ET)
",6,2.50,3,,False,False
126,127,3036003720,HoldemNoLimit,1,REVERE DR,"2009-07-0614:53:00(ET)
",9,8,1,"['9s', 'Kd', 'Ac', '7h', '6s']",False,False
127,128,3035997372,HoldemNoLimit,1,AURELIA PL,"2009-07-0614:53:02(ET)
",5,1.50,3,,False,False
128,129,3035999976,HoldemNoLimit,1,BRADBURN RD,"2009-07-0614:53:07(ET)
",6,1.50,4,,False,False
129,130,3035998168,HoldemNoLimit,1,AURELIA PL,"2009-07-0614:53:17(ET)
",5,391.76,4,"['7s', '3d', 'Qs', 'Jc', '10']",False,False
130,131,3036004870,HoldemNoLimit,1,QUEENS PL,"2009-07-0614:53:20(ET)
",9,16.50,4,"['8h', 'Kc', '6s', '3h', 'Kd']",False,False
131,132,3036000744,HoldemNoLimit,1,BRADBURN RD,"2009-07-0614:53:24(ET)
",6,1.50,5,,False,False
132,133,3036001684,HoldemNoLimit,1,BRADBURN RD,"2009-07-0614:53:44(ET)
",5,2.50,6,"['7c', 'Ac', 'Jd', '10s', '3c']",False,False
133,134,3036006346,HoldemNoLimit,1,WOSTER AVE,"2009-07-0614:53:45(ET)
",6,1.50,2,,False,False
134,135,3036007228,HoldemNoLimit,1,WOSTER AVE,"2009-07-0614:53:59(ET)
",6,2.50,3,"['Kc', 'Qs', '3s']",False,False
135,136,3036000554,HoldemNoLimit,1,AURELIA PL,"2009-07-0614:54:09(ET)
",5,15.50,5,"['Kd', '8c', '8d', '2h', '10']",False,False
136,137,3036008346,HoldemNoLimit,1,QUEENS PL,"2009-07-0614:54:18(ET)
",9,2,5,"['Qh', 'Ad', 'Qc', '2s', 'Js']",False,False
137,138,3036003894,HoldemNoLimit,1,BRADBURN RD,"2009-07-0614:54:32(ET)
",6,2.50,1,,False,False
138,139,3036009840,HoldemNoLimit,1,WOSTER AVE,"2009-07-0614:54:44(ET)
",6,1.50,4,,False,False
139,140,3036010038,HoldemNoLimit,1,QUEENS PL,"2009-07-0614:54:47(ET)
",9,5.50,6,"['Qd', 'Jc', 'Jh']",False,False
140,141,3036005252,HoldemNoLimit,1,WARDELL ST,"2009-07-0614:54:57(ET)
",8,24.70,2,"['3c', 'Ac', '5c', '5d', '10']",$0.15,False
141,142,3036010828,HoldemNoLimit,1,WOSTER AVE,"2009-07-0614:55:02(ET)
",6,16,5,"['Kd', '5c', '6s', '3c', '8s']",False,False
142,143,3036005480,HoldemNoLimit,1,BRADBURN RD,"2009-07-0614:55:06(ET)
",6,11,2,"['4s', '9h', 'Kd']",False,False
143,144,3036011834,HoldemNoLimit,1,QUEENS PL,"2009-07-0614:55:19(ET)
",9,3,7,"['Qc', '2c', 'Jh', '4s']",False,False
144,145,3036013340,HoldemNoLimit,1,WOSTER AVE,"2009-07-0614:55:44(ET)
",6,3,6,"['7c', '9s', '2c']",False,False
145,146,3036013662,HoldemNoLimit,1,QUEENS PL,"2009-07-0614:55:49(ET)
",9,7.50,8,"['6d', '8s', '3d']",False,False
146,147,3036007530,HoldemNoLimit,1,BRADBURN RD,"2009-07-0614:55:50(ET)
",6,2.50,3,,False,False
147,148,3036008550,HoldemNoLimit,1,WARDELL ST,"2009-07-0614:55:58(ET)
",9,32.20,3,"['Kh', '6s', '10h', '4c', '3d']",$0.15,False
148,149,3036015048,HoldemNoLimit,1,QUEENS PL,"2009-07-0614:56:12(ET)
",9,60.50,9,"['8c', 'Qc', '5c']",False,False
149,150,3036008678,HoldemNoLimit,1,BRADBURN RD,"2009-07-0614:56:14(ET)
",6,2.50,4,"['7d', 'Ks', '4h']",False,False
150,151,3036015244,HoldemNoLimit,1,WOSTER AVE,"2009-07-0614:56:15(ET)
",6,1.50,1,,False,False
151,152,3036016660,HoldemNoLimit,1,WOSTER AVE,"2009-07-0614:56:36(ET)
",6,10,2,,False,False
152,153,3036010774,HoldemNoLimit,1,BRADBURN RD,"2009-07-0614:56:59(ET)
",6,107.30,5,"['10d', '9s', '10h', '6d', '8h']",False,False
153,154,3036014954,HoldemNoLimit,1,WARDELL ST,"2009-07-0614:58:03(ET)
",8,213.20,4,"['Qc', '7d', '6c', '8c', 'Js']",$0.15,False
154,155,3036014920,HoldemNoLimit,1,BRADBURN RD,"2009-07-0614:58:28(ET)
",6,8.50,6,,False,False
155,156,3036017130,HoldemNoLimit,1,WARDELL ST,"2009-07-0614:58:43(ET)
",7,4.05,5,"['Ad', '4c', 'Kh', '6h', 'Kd']",$0.15,False
156,157,3036016882,HoldemNoLimit,1,BRADBURN RD,"2009-07-0614:59:07(ET)
",6,11.50,1,,False,False
157,158,3036084254,HoldemNoLimit,1,AURELIA PL,"2009-07-0615:22:44(ET)
",6,2.50,1,,False,False
158,159,3036085010,HoldemNoLimit,1,AURELIA PL,"2009-07-0615:22:59(ET)
",6,10.50,2,"['8d', '4h', '6s', '5c', '2d']",False,False
159,160,3036085806,HoldemNoLimit,1,CHELSEA WAY,"2009-07-0615:23:14(ET)
",2,1.50,6,,False,True
160,161,3036086172,HoldemNoLimit,1,CHELSEA WAY,"2009-07-0615:23:30(ET)
",2,2,4,,False,True
161,162,3036086756,HoldemNoLimit,1,CHELSEA WAY,"2009-07-0615:23:39(ET)
",2,2,6,,False,True
162,163,3036087258,HoldemNoLimit,1,CHELSEA WAY,"2009-07-0615:23:46(ET)
",2,2,4,"['Jc', '8h', 'As']",False,True
163,164,3036088156,HoldemNoLimit,1,CHELSEA WAY,"2009-07-0615:24:16(ET)
",2,14,6,"['8s', 'Js', '8h', '8c']",False,True
164,165,3036087816,HoldemNoLimit,1,AURELIA PL,"2009-07-0615:24:18(ET)
",6,3,3,"['7h', 'Qs', 'Kh', '9d']",False,False
165,166,3036089996,HoldemNoLimit,1,AURELIA PL,"2009-07-0615:24:47(ET)
",6,2.50,4,"['7d', '10h', 'As', '10s', 'Qh']",False,False
166,167,3036089698,HoldemNoLimit,1,CHELSEA WAY,"2009-07-0615:25:10(ET)
",2,2,4,,False,True
167,168,3036090310,HoldemNoLimit,1,CHELSEA WAY,"2009-07-0615:25:11(ET)
",2,30,6,"['5d', '6h', 'Kh', 'Js', '2c']",False,True
168,169,3036090858,HoldemNoLimit,1,FLAMINGO DR,"2009-07-0615:25:20(ET)
",9,117.14,9,"['4s', '6s', 'Qd', '8c', '3c']",False,False
169,170,3036091872,HoldemNoLimit,1,CHELSEA WAY,"2009-07-0615:25:27(ET)
",2,5,4,"['4d', '3c', '9c', '6d', '6s']",False,True
170,171,3036092340,HoldemNoLimit,1,AURELIA PL,"2009-07-0615:25:34(ET)
",6,2.50,5,,False,False
171,172,3036092988,HoldemNoLimit,1,AURELIA PL,"2009-07-0615:25:50(ET)
",6,3.50,6,,False,False
172,173,3036094118,HoldemNoLimit,1,BRADBURN RD,"2009-07-0615:26:14(ET)
",6,6.50,5,"['9h', 'Js', '10c', 'Qc']",False,False
173,174,3036094210,HoldemNoLimit,1,BELLINGHAM,"2009-07-0615:26:15(ET)
",5,1.50,2,,False,False
174,175,3036093620,HoldemNoLimit,1,CHELSEA WAY,"2009-07-0615:26:17(ET)
",2,6,6,"['3d', '7s', '3s']",False,True
175,176,3036094832,HoldemNoLimit,1,AURELIA PL,"2009-07-0615:26:26(ET)
",6,2,1,,False,False
176,177,3036094934,HoldemNoLimit,1,CHELSEA WAY,"2009-07-0615:26:29(ET)
",2,5,4,"['2c', 'Qh', 'Jh', '6d', '7s']",False,True
177,178,3036094980,HoldemNoLimit,1,BELLINGHAM,"2009-07-0615:26:32(ET)
",5,2.50,3,,False,False
178,179,3036095472,HoldemNoLimit,1,MEXICO HWY,"2009-07-0615:26:37(ET)
",5,2.50,5,,False,False
179,180,3036095416,HoldemNoLimit,1,FLAMINGO DR,"2009-07-0615:26:41(ET)
",9,7.50,1,"['4d', 'Ac', 'Kh', '10c', 'Ad']",False,False
180,181,3036095584,HoldemNoLimit,1,BRADBURN RD,"2009-07-0615:26:42(ET)
",6,15,6,"['9h', 'As', '10']",False,False
181,182,3036095646,HoldemNoLimit,1,GERMANY HWY,"2009-07-0615:26:44(ET)
",9,14,5,"['2h', '8d', '9h']",False,False
182,183,3036095934,HoldemNoLimit,1,AURELIA PL,"2009-07-0615:26:45(ET)
",6,14.50,2,"['10s', 'Ah', '10c', '6c', '10']",False,False
183,184,3036095754,HoldemNoLimit,1,BELLINGHAM,"2009-07-0615:26:46(ET)
",5,1.50,4,,False,False
184,185,3036096260,HoldemNoLimit,1,MEXICO HWY,"2009-07-0615:26:57(ET)
",5,6.50,6,"['Jh', '6c', '8c']",False,False
185,186,3036096514,HoldemNoLimit,1,DAISY DR,"2009-07-0615:27:00(ET)
",2,2,4,,False,True
186,187,3036096828,HoldemNoLimit,1,CHELSEA WAY,"2009-07-0615:27:07(ET)
",2,6,6,"['9s', '10d', '2h']",False,True
187,188,3036096830,HoldemNoLimit,1,DAISY DR,"2009-07-0615:27:08(ET)
",2,1.50,6,,False,True
188,189,3036097076,HoldemNoLimit,1,BRADBURN RD,"2009-07-0615:27:12(ET)
",6,8.50,1,,False,False
189,190,3036097234,HoldemNoLimit,1,BELLINGHAM,"2009-07-0615:27:15(ET)
",6,115,5,"['8s', '7s', '8d', '10d', '6d']",False,False
190,191,3036097172,HoldemNoLimit,1,DAISY DR,"2009-07-0615:27:15(ET)
",2,2,4,,False,True
191,192,3036097388,HoldemNoLimit,1,MARION AVE,"2009-07-0615:27:17(ET)
",7,1.50,4,,False,False
192,193,3036097670,HoldemNoLimit,1,DAISY DR,"2009-07-0615:27:24(ET)
",2,1.50,6,,False,True
193,194,3036097888,HoldemNoLimit,1,DAISY DR,"2009-07-0615:27:27(ET)
",2,6,4,"['3s', '5d', 'Js']",False,True
194,195,3036097944,HoldemNoLimit,1,CHELSEA WAY,"2009-07-0615:27:30(ET)
",2,11,4,"['5c', '9d', 'Kh', '3h', 'Ks']",False,True
195,196,3036098120,HoldemNoLimit,1,MARION AVE,"2009-07-0615:27:31(ET)
",7,2.50,5,,False,False
196,197,3036097912,HoldemNoLimit,1,GERMANY HWY,"2009-07-0615:27:31(ET)
",9,3,6,"['5d', '2h', '7h', '5s', '2d']",False,False
