,Unnamed: 0,TimeStamp,GameType,BigBlind,Table,Date,PlayerCount,TotalPot,Dealer,Board,Ante,1on1
660,661,3036512180,HoldemNoLimit,1,CHELSEA WAY,"2009-07-0617:36:21(ET)
",2,1.5,4,,False,True
661,662,3036512408,HoldemNoLimit,1,FLAMINGO DR,"2009-07-0617:36:25(ET)
",8,3.0,2,"['Kc', '8s', '2c']",False,False
662,663,3036512516,HoldemNoLimit,1,CHELSEA WAY,"2009-07-0617:36:27(ET)
",2,22.0,6,"['9h', '8s', '2h', '2d', '10']",False,True
663,664,3036504114,HoldemNoLimit,1,GERMANY HWY,"2009-07-0617:36:27(ET)
",9,18.0,6,"['Qc', '3d', '6d', '9s']",False,False
664,665,3036512622,HoldemNoLimit,1,POLLY DR,"2009-07-0617:36:29(ET)
",2,1.5,4,,False,True
665,666,3036513026,HoldemNoLimit,1,POLLY DR,"2009-07-0617:36:34(ET)
",2,1.5,6,,False,True
666,667,3036513322,HoldemNoLimit,1,POLLY DR,"2009-07-0617:36:39(ET)
",2,2.0,4,,False,True
667,668,3036504714,HoldemNoLimit,1,MEXICO HWY,"2009-07-0617:36:39(ET)
",5,2.5,2,"['3c', 'Qs', '7h']",False,False
668,669,3036508484,HoldemNoLimit,1,RAKOF AVE,"2009-07-0617:36:42(ET)
",4,1.5,3,,False,False
669,670,3036513838,HoldemNoLimit,1,CHELSEA WAY,"2009-07-0617:36:47(ET)
",2,2.0,4,"['9s', '10s', 'Qc', '4d', '7d']",False,True
670,671,3036513776,HoldemNoLimit,1,POLLY DR,"2009-07-0617:36:47(ET)
",2,12.0,6,"['7s', 'Qc', 'Ac', '4h']",False,True
671,672,3036506224,HoldemNoLimit,1,MEXICO HWY,"2009-07-0617:36:59(ET)
",5,2.5,3,,False,False
672,673,3036514874,HoldemNoLimit,1,POLLY DR,"2009-07-0617:37:02(ET)
",2,1.5,4,,False,True
673,674,3036514922,HoldemNoLimit,1,CHELSEA WAY,"2009-07-0617:37:03(ET)
",2,36.0,6,"['Jc', 'Kh', '5d', 'Qc', '10']",False,True
674,675,3036514914,HoldemNoLimit,1,FLAMINGO DR,"2009-07-0617:37:03(ET)
",8,2.0,3,,False,False
675,676,3036515168,HoldemNoLimit,1,POLLY DR,"2009-07-0617:37:08(ET)
",2,1.5,6,,False,True
676,677,3036506152,HoldemNoLimit,1,BOEING AVE,"2009-07-0617:37:10(ET)
",6,3.0,4,,False,False
677,678,3036515456,HoldemNoLimit,1,POLLY DR,"2009-07-0617:37:13(ET)
",2,1.5,4,,False,True
678,679,3036515894,HoldemNoLimit,1,POLLY DR,"2009-07-0617:37:19(ET)
",2,418.0,6,"['5c', '6c', '2d', '9s', '7s']",False,True
679,680,3036507548,HoldemNoLimit,1,MEXICO HWY,"2009-07-0617:37:19(ET)
",5,38.0,4,"['2c', '5h', '8h', 'Qs']",False,False
680,681,3036516970,HoldemNoLimit,1,CHELSEA WAY,"2009-07-0617:37:34(ET)
",2,2.0,4,,False,True
681,682,3036517242,HoldemNoLimit,1,FLAMINGO DR,"2009-07-0617:37:37(ET)
",8,3.0,4,"['Ks', '4s', '4d']",False,False
682,683,3036507932,HoldemNoLimit,1,BOEING AVE,"2009-07-0617:37:39(ET)
",6,8.5,5,,False,False
683,684,3036517538,HoldemNoLimit,1,CHELSEA WAY,"2009-07-0617:37:43(ET)
",2,1.5,6,,False,True
684,685,3036518086,HoldemNoLimit,1,CHELSEA WAY,"2009-07-0617:37:53(ET)
",2,2.0,4,"['10s', '8h', 'Kd', '10h', '10']",False,True
685,686,3036508940,HoldemNoLimit,1,GERMANY HWY,"2009-07-0617:37:58(ET)
",9,11.5,7,"['Qd', '2h', '3s']",False,False
686,687,3036508996,HoldemNoLimit,1,RAKOF AVE,"2009-07-0617:37:59(ET)
",4,2.5,5,,False,False
687,688,3036509162,HoldemNoLimit,1,MARION AVE,"2009-07-0617:38:01(ET)
",8,3.5,1,"['5c', '8c', 'Qc', '7h']",False,False
688,689,3036518744,HoldemNoLimit,1,POLLY DR,"2009-07-0617:38:04(ET)
",2,2.0,4,"['3h', 'As', 'Jh', '6c', 'Ks']",False,True
689,690,3036509432,HoldemNoLimit,1,PEARL DR,"2009-07-0617:38:04(ET)
",9,4.0,3,"['5d', '10h', '5s', 'Jc']",False,False
690,691,3036509372,HoldemNoLimit,1,CHESAPEAKE,"2009-07-0617:38:06(ET)
",5,8.0,5,,False,False
691,692,3036511100,HoldemNoLimit,1,MEXICO HWY,"2009-07-0617:38:07(ET)
",5,6.0,5,"['7d', '3d', '5h', 'Jd', '7c']",False,False
692,693,3036509366,HoldemNoLimit,1,BOEING AVE,"2009-07-0617:38:08(ET)
",6,18.0,6,"['9s', 'Ad', '7h']",False,False
693,694,3036509908,HoldemNoLimit,1,RAKOF AVE,"2009-07-0617:38:13(ET)
",5,1.5,1,,False,False
694,695,3036510558,HoldemNoLimit,1,CHESAPEAKE,"2009-07-0617:38:26(ET)
",5,2.5,6,"['Ad', '8h', '8d', '7c', '9c']",False,False
695,696,3036520578,HoldemNoLimit,1,CHELSEA WAY,"2009-07-0617:38:31(ET)
",2,8.0,6,"['Jc', 'Qc', '6c', '7c']",False,True
696,697,3036520754,HoldemNoLimit,1,POLLY DR,"2009-07-0617:38:33(ET)
",2,1.5,6,,False,True
697,698,3036511228,HoldemNoLimit,1,RAKOF AVE,"2009-07-0617:38:33(ET)
",5,2.5,2,,False,False
698,699,3036521084,HoldemNoLimit,1,POLLY DR,"2009-07-0617:38:39(ET)
",2,2.0,4,"['5s', '9d', '8d', '3h', '5d']",False,True
699,700,3036512074,HoldemNoLimit,1,RAKOF AVE,"2009-07-0617:38:47(ET)
",5,1.5,3,,False,False
700,701,3036521656,HoldemNoLimit,1,CHELSEA WAY,"2009-07-0617:38:48(ET)
",2,1.5,4,,False,True
701,702,3036521984,HoldemNoLimit,1,CHELSEA WAY,"2009-07-0617:38:52(ET)
",2,2.0,6,,False,True
702,703,3036513080,HoldemNoLimit,1,MARION AVE,"2009-07-0617:38:57(ET)
",8,2.5,2,,False,False
703,704,3036522350,HoldemNoLimit,1,CHELSEA WAY,"2009-07-0617:38:59(ET)
",2,2.0,4,"['8c', '6d', '10h', '10c', 'Qs']",False,True
704,705,3036512826,HoldemNoLimit,1,RAKOF AVE,"2009-07-0617:38:59(ET)
",5,2.5,4,,False,False
705,706,3036513706,HoldemNoLimit,1,PEARL DR,"2009-07-0617:39:05(ET)
",9,20.0,4,"['2d', '4d', '5h', '7c', 'Qh']",False,False
706,707,3036523192,HoldemNoLimit,1,CHELSEA WAY,"2009-07-0617:39:11(ET)
",2,2.0,6,,False,True
707,708,3036523210,HoldemNoLimit,1,POLLY DR,"2009-07-0617:39:11(ET)
",2,1.5,6,,False,True
708,709,3036513012,HoldemNoLimit,1,GERMANY HWY,"2009-07-0617:39:11(ET)
",8,2.5,8,"['7c', 'Qd', '8d']",False,False
709,710,3036513164,HoldemNoLimit,1,CHESAPEAKE,"2009-07-0617:39:14(ET)
",5,2.5,1,"['3d', '7c', '10h', '9d']",False,False
710,711,3036515612,HoldemNoLimit,1,MEXICO HWY,"2009-07-0617:39:14(ET)
",6,12.5,1,"['Ad', '3d', '2d', '10']",False,False
711,712,3036523692,HoldemNoLimit,1,CHELSEA WAY,"2009-07-0617:39:17(ET)
",2,2.0,4,"['Qc', 'Ah', 'Ad']",False,True
712,713,3036523698,HoldemNoLimit,1,POLLY DR,"2009-07-0617:39:17(ET)
",2,2.0,4,"['10c', '10s', '4s', 'Kh', '10']",False,True
713,714,3036514000,HoldemNoLimit,1,RAKOF AVE,"2009-07-0617:39:18(ET)
",5,2.0,5,"['9d', '7d', '9h', 'Ks', '9c']",False,False
714,715,3036514806,HoldemNoLimit,1,MARION AVE,"2009-07-0617:39:21(ET)
",8,2.5,3,,False,False
715,716,3036524522,HoldemNoLimit,1,FLAMINGO DR,"2009-07-0617:39:28(ET)
",9,1.5,6,,False,False
716,717,3036524650,HoldemNoLimit,1,CHELSEA WAY,"2009-07-0617:39:30(ET)
",2,78.0,6,"['Js', 'Kd', '5s', '3c', '7h']",False,True
717,718,3036525000,HoldemNoLimit,1,POLLY DR,"2009-07-0617:39:36(ET)
",2,2.0,6,,False,True
718,719,3036515854,HoldemNoLimit,1,MARION AVE,"2009-07-0617:39:36(ET)
",9,2.5,4,,False,False
719,720,3036525752,HoldemNoLimit,1,POLLY DR,"2009-07-0617:39:48(ET)
",2,2.0,4,,False,True
720,721,3036526074,HoldemNoLimit,1,CHELSEA WAY,"2009-07-0617:39:53(ET)
",2,1.5,4,,False,True
721,722,3036526510,HoldemNoLimit,1,CHELSEA WAY,"2009-07-0617:40:00(ET)
",2,1.5,6,,False,True
722,723,3036517628,HoldemNoLimit,1,MARION AVE,"2009-07-0617:40:01(ET)
",9,23.5,5,"['3s', 'Qh', '5c', '4c', '8s']",False,False
723,724,3036516830,HoldemNoLimit,1,RAKOF AVE,"2009-07-0617:40:01(ET)
",5,3.0,1,"['5h', 'As', '6s']",False,False
724,725,3036515784,HoldemNoLimit,1,CHESAPEAKE,"2009-07-0617:40:02(ET)
",5,2.5,2,,False,False
725,726,3036515930,HoldemNoLimit,1,GERMANY HWY,"2009-07-0617:40:04(ET)
",8,1.5,9,,False,False
726,727,3036526806,HoldemNoLimit,1,POLLY DR,"2009-07-0617:40:06(ET)
",2,1.5,6,,False,True
727,728,3036518052,HoldemNoLimit,1,PEARL DR,"2009-07-0617:40:07(ET)
",9,37.5,5,"['5h', 'As', '2c', '4s', '5s']",False,False
728,729,3036527126,HoldemNoLimit,1,CHELSEA WAY,"2009-07-0617:40:10(ET)
",2,1.5,4,,False,True
729,730,3036527242,HoldemNoLimit,1,POLLY DR,"2009-07-0617:40:12(ET)
",2,2.0,4,,False,True
730,731,3036520076,HoldemNoLimit,1,MEXICO HWY,"2009-07-0617:40:14(ET)
",6,2.5,2,,False,False
731,732,3036527498,HoldemNoLimit,1,CHELSEA WAY,"2009-07-0617:40:16(ET)
",2,2.0,6,,False,True
732,733,3036527728,HoldemNoLimit,1,POLLY DR,"2009-07-0617:40:20(ET)
",2,1.5,6,,False,True
733,734,3036518076,HoldemNoLimit,1,RAKOF AVE,"2009-07-0617:40:23(ET)
",5,8.0,2,"['Ad', '4d', 'Qh', 'Kh', '4h']",False,False
734,735,3036527952,HoldemNoLimit,1,CHELSEA WAY,"2009-07-0617:40:24(ET)
",2,10.0,4,"['6s', 'Jc', 'Ah']",False,True
735,736,3036528288,HoldemNoLimit,1,POLLY DR,"2009-07-0617:40:28(ET)
",2,24.0,4,"['10s', '7d', '5c', '6s']",False,True
736,737,3036517246,HoldemNoLimit,1,GERMANY HWY,"2009-07-0617:40:28(ET)
",9,2.5,2,,False,False
737,738,3036517596,HoldemNoLimit,1,CHESAPEAKE,"2009-07-0617:40:34(ET)
",5,2.5,3,"['6s', '3s', 'Jh']",False,False
738,739,3036529016,HoldemNoLimit,1,CHELSEA WAY,"2009-07-0617:40:39(ET)
",2,8.0,6,"['3c', '6h', 'Qd', '9d']",False,True
739,740,3036522256,HoldemNoLimit,1,MEXICO HWY,"2009-07-0617:40:43(ET)
",5,1.5,3,,False,False
740,741,3036522940,HoldemNoLimit,1,MEXICO HWY,"2009-07-0617:40:53(ET)
",5,2.5,4,,False,False
741,742,3036521444,HoldemNoLimit,1,MARION AVE,"2009-07-0617:40:53(ET)
",9,42.0,6,"['5d', '3s', '7d', '8h', '6h']",False,False
742,743,3036529946,HoldemNoLimit,1,CHELSEA WAY,"2009-07-0617:40:54(ET)
",2,6.0,4,"['6d', 'Qh', 'Jc', '10c', '9c']",False,True
743,744,3036530288,HoldemNoLimit,1,POLLY DR,"2009-07-0617:41:00(ET)
",2,6.0,6,"['Jc', '10h', 'Js']",False,True
744,745,3036519484,HoldemNoLimit,1,CHESAPEAKE,"2009-07-0617:41:08(ET)
",5,17.0,5,"['3h', '6s', '6h', '10h', '5d']",False,False
745,746,3036522710,HoldemNoLimit,1,PEARL DR,"2009-07-0617:41:11(ET)
",9,2.0,6,,False,False
746,747,3036531256,HoldemNoLimit,1,CHELSEA WAY,"2009-07-0617:41:15(ET)
",2,64.0,6,"['Qs', 'Kc', 'Qd', '6c', 'As']",False,True
747,748,3036531426,HoldemNoLimit,1,POLLY DR,"2009-07-0617:41:17(ET)
",2,4.0,4,,False,True
748,749,3036520378,HoldemNoLimit,1,GERMANY HWY,"2009-07-0617:41:21(ET)
",8,43.0,3,"['3d', '10s', '4s', '7h', 'Qd']",False,False
749,750,3036532016,HoldemNoLimit,1,POLLY DR,"2009-07-0617:41:26(ET)
",2,2.0,6,,False,True
750,751,3036524292,HoldemNoLimit,1,PEARL DR,"2009-07-0617:41:30(ET)
",9,52.49,7,"['Kd', 'Qc', '3s', '9h', 'Ac']",False,False
751,752,3036532466,HoldemNoLimit,1,POLLY DR,"2009-07-0617:41:33(ET)
",2,2.0,4,,False,True
752,753,3036522982,HoldemNoLimit,1,RAKOF AVE,"2009-07-0617:41:38(ET)
",5,2.5,3,,False,False
753,754,3036525026,HoldemNoLimit,1,MARION AVE,"2009-07-0617:41:41(ET)
",9,1.5,7,,False,False
754,755,3036533092,HoldemNoLimit,1,POLLY DR,"2009-07-0617:41:42(ET)
",2,1.5,6,,False,True
755,756,3036523758,HoldemNoLimit,1,RAKOF AVE,"2009-07-0617:41:48(ET)
",5,8.0,4,"['5c', '10h', 'Jh']",False,False
757,758,3036533816,HoldemNoLimit,1,CHELSEA WAY,"2009-07-0617:41:53(ET)
",2,6.0,4,"['3d', '5s', '6h', 'Js', 'Jd']",False,True
758,759,3036533826,HoldemNoLimit,1,POLLY DR,"2009-07-0617:41:53(ET)
",2,1.5,4,,False,True
759,760,3036526052,HoldemNoLimit,1,MARION AVE,"2009-07-0617:41:56(ET)
",9,29.5,8,,False,False
760,761,3036534142,HoldemNoLimit,1,POLLY DR,"2009-07-0617:41:59(ET)
",2,1.5,6,,False,True
761,762,3036534740,HoldemNoLimit,1,CHELSEA WAY,"2009-07-0617:42:08(ET)
",2,1.5,6,,False,True
762,763,3036525086,HoldemNoLimit,1,RAKOF AVE,"2009-07-0617:42:10(ET)
",5,2.5,5,,False,False
763,764,3036534956,HoldemNoLimit,1,POLLY DR,"2009-07-0617:42:11(ET)
",2,36.0,4,"['4h', 'Qh', 'As', '5d', '9h']",False,True
764,765,3036535142,HoldemNoLimit,1,CHELSEA WAY,"2009-07-0617:42:14(ET)
",2,2.0,4,"['Qc', 'Ad', '9h', '6h', 'Jh']",False,True
765,766,3036523250,HoldemNoLimit,1,CHESAPEAKE,"2009-07-0617:42:15(ET)
",6,10.5,6,"['6c', 'Jh', '5s']",False,False
766,767,3036528380,HoldemNoLimit,1,PEARL DR,"2009-07-0617:42:29(ET)
",9,1.5,8,,False,False
767,768,3036524228,HoldemNoLimit,1,KALAMAZOO,"2009-07-0617:42:32(ET)
",2,2.0,6,,False,False
768,769,3036524294,HoldemNoLimit,1,GERMANY HWY,"2009-07-0617:42:33(ET)
",8,2.0,4,"['9h', '8c', '7c']",False,False
769,770,3036536616,HoldemNoLimit,1,CHELSEA WAY,"2009-07-0617:42:34(ET)
",2,2.0,6,,False,True
770,771,3036536678,HoldemNoLimit,1,POLLY DR,"2009-07-0617:42:36(ET)
",2,1.5,6,,False,True
771,772,3036526758,HoldemNoLimit,1,RAKOF AVE,"2009-07-0617:42:36(ET)
",5,14.0,1,"['Jc', 'Js', '2h', '8d']",False,False
772,773,3036536996,HoldemNoLimit,1,CHELSEA WAY,"2009-07-0617:42:40(ET)
",2,1.5,4,,False,True
773,774,3036537044,HoldemNoLimit,1,POLLY DR,"2009-07-0617:42:41(ET)
",2,2.0,4,,False,True
774,775,3036529172,HoldemNoLimit,1,MARION AVE,"2009-07-0617:42:41(ET)
",9,8.0,9,"['Kh', '4d', '8h', '4s', 'Ac']",False,False
775,776,3036524882,HoldemNoLimit,1,KALAMAZOO,"2009-07-0617:42:44(ET)
",3,4.5,6,"['2d', '3h', '6d']",False,False
776,777,3036537304,HoldemNoLimit,1,CHELSEA WAY,"2009-07-0617:42:46(ET)
",2,2.0,6,,False,True
777,778,3036529558,HoldemNoLimit,1,PEARL DR,"2009-07-0617:42:47(ET)
",9,106.3,9,"['4d', '2c', 'Kd', 'Js', 'Kh']",False,False
778,779,3036525068,HoldemNoLimit,1,CHESAPEAKE,"2009-07-0617:42:48(ET)
",6,2.5,1,,False,False
779,780,3036537452,HoldemNoLimit,1,POLLY DR,"2009-07-0617:42:50(ET)
",2,54.0,6,"['10s', '10h', '5d', 'Ac', 'Ks']",False,True
780,781,3036537682,HoldemNoLimit,1,CHELSEA WAY,"2009-07-0617:42:53(ET)
",2,2.0,4,"['Ah', 'Qc', '7c', '9c', 'Qs']",False,True
781,782,3036525396,HoldemNoLimit,1,BOEING AVE,"2009-07-0617:42:58(ET)
",5,2.5,6,,False,False
782,783,3036526166,HoldemNoLimit,1,CHESAPEAKE,"2009-07-0617:43:07(ET)
",6,3.0,2,,False,False
783,784,3036538910,HoldemNoLimit,1,POLLY DR,"2009-07-0617:43:14(ET)
",2,2.0,4,,False,True
784,785,3036529114,HoldemNoLimit,1,RAKOF AVE,"2009-07-0617:43:15(ET)
",4,1.5,2,,False,False
785,786,3036526666,HoldemNoLimit,1,KALAMAZOO,"2009-07-0617:43:16(ET)
",3,4.0,4,"['4s', '4d', '5s']",False,False
786,787,3036539038,HoldemNoLimit,1,CHELSEA WAY,"2009-07-0617:43:16(ET)
",2,2.0,6,,False,True
787,788,3036526840,HoldemNoLimit,1,BOEING AVE,"2009-07-0617:43:20(ET)
",5,6.0,1,"['As', 'Qh', '9c', 'Ac', '9h']",False,False
788,789,3036539472,HoldemNoLimit,1,POLLY DR,"2009-07-0617:43:22(ET)
",2,1.5,6,,False,True
789,790,3036539708,HoldemNoLimit,1,CHELSEA WAY,"2009-07-0617:43:26(ET)
",2,1.5,4,,False,True
790,791,3036539776,HoldemNoLimit,1,POLLY DR,"2009-07-0617:43:27(ET)
",2,2.0,4,,False,True
791,792,3036527382,HoldemNoLimit,1,GERMANY HWY,"2009-07-0617:43:30(ET)
",8,1.5,5,,False,False
792,793,3036540072,HoldemNoLimit,1,CHELSEA WAY,"2009-07-0617:43:31(ET)
",2,14.0,6,"['Ad', '3d', '5h', '6d', '4s']",False,True
793,794,3036530342,HoldemNoLimit,1,GRAM DR,"2009-07-0617:43:33(ET)
",9,2.5,2,,False,False
794,795,3036530386,HoldemNoLimit,1,RAKOF AVE,"2009-07-0617:43:34(ET)
",4,1.5,3,,False,False
795,796,3036527714,HoldemNoLimit,1,KALAMAZOO,"2009-07-0617:43:35(ET)
",4,2.0,5,,False,False
796,797,3036532964,HoldemNoLimit,1,MARION AVE,"2009-07-0617:43:35(ET)
",9,2.0,1,,False,False
797,798,3036540456,HoldemNoLimit,1,POLLY DR,"2009-07-0617:43:38(ET)
",2,1.5,6,,False,True
798,799,3036533328,HoldemNoLimit,1,PEARL DR,"2009-07-0617:43:42(ET)
",9,6.5,1,"['9c', '8c', 'As']",False,False
799,800,3036540880,HoldemNoLimit,1,POLLY DR,"2009-07-0617:43:45(ET)
",2,16.0,4,"['Js', 'Kh', '2s']",False,True
800,801,3036528560,HoldemNoLimit,1,GERMANY HWY,"2009-07-0617:43:49(ET)
",8,15.5,6,"['5d', '5c', '3h', 'Qh', '4d']",False,False
801,802,3036528566,HoldemNoLimit,1,CHESAPEAKE,"2009-07-0617:43:49(ET)
",6,5.5,3,"['6c', '8d', '6s']",False,False
802,803,3036531478,HoldemNoLimit,1,RAKOF AVE,"2009-07-0617:43:51(ET)
",4,7.0,5,"['Ks', '6d', '8d']",False,False
803,804,3036533988,HoldemNoLimit,1,BRADBURN RD,"2009-07-0617:43:52(ET)
",3,2.0,6,"['7s', '3c', '10d', '3d', 'Qs']",False,False
804,805,3036541554,HoldemNoLimit,1,CHELSEA WAY,"2009-07-0617:43:54(ET)
",2,10.0,4,"['10h', '3h', '3d']",False,True
805,806,3036528870,HoldemNoLimit,1,KALAMAZOO,"2009-07-0617:43:56(ET)
",5,1.5,6,,False,False
806,807,3036541754,HoldemNoLimit,1,POLLY DR,"2009-07-0617:43:57(ET)
",2,70.0,6,"['Jc', '7h', 'Qc', 'Jh', '10']",False,True
807,808,3036534940,HoldemNoLimit,1,MARION AVE,"2009-07-0617:44:06(ET)
",9,60.0,2,"['7c', '4c', '8d', '10d', 'As']",False,False
808,809,3036535076,HoldemNoLimit,1,BRADBURN RD,"2009-07-0617:44:08(ET)
",3,4.0,3,"['Ks', '10h', '8s']",False,False
809,810,3036529620,HoldemNoLimit,1,KALAMAZOO,"2009-07-0617:44:09(ET)
",6,2.0,1,,False,False
810,811,3036532728,HoldemNoLimit,1,GRAM DR,"2009-07-0617:44:10(ET)
",9,1.5,3,,False,False
811,812,3036542726,HoldemNoLimit,1,CHELSEA WAY,"2009-07-0617:44:12(ET)
",2,16.0,6,"['4h', 'Jd', '5c', 'Qd']",False,True
812,813,3036532974,HoldemNoLimit,1,SANFORD ST,"2009-07-0617:44:14(ET)
",9,9.5,6,"['6d', 'Qs', 'Ks', '2c', 'Jh']",False,False
813,814,3036533550,HoldemNoLimit,1,RAKOF AVE,"2009-07-0617:44:24(ET)
",4,1.5,1,,False,False
